Title,Year,Duration,Genre,Certificate,Ratings,Votes
The Irish R.M.,(1983–1985),None,"
Comedy, Drama, History            ",None,8.0,223
Murder Ahoy,(1964),93 min,"
Comedy, Crime, Drama            ",None,7.1,"4,972"
Let's Dance,(I) (2019),109 min,"
Comedy, Drama, Family            ",None,6.0,"1,309"
Lamput,(2017– ),2 min,"
Animation, Adventure, Comedy            ",None,9.0,57
The Big Day,(1999),88 min,"
Comedy            ",R,4.5,496
Bullseye!,(1990),95 min,"
Comedy, Crime            ",None,4.5,"1,383"
Mr. & Mrs. North,(1952–1954),30 min,"
Comedy, Drama, Mystery            ",None,7.6,187
Bare Exposure,(1993),86 min,"
Comedy            ",None,3.9,234
Kral Sakir Mikrop Avcilari,(2021),41 min,"
Animation, Short, Comedy            ",None,5.5,104
Xiao shi de qing ren jie,(2020),119 min,"
Comedy, Drama, Fantasy            ",None,7.2,"1,273"
Christmas at the Chateau,(2019),98 min,"
Comedy, Drama, Romance            ",None,3.9,222
The Haunted House on Kirby Road,(2016),83 min,"
Adventure, Comedy, Horror            ",None,3.3,376
Fakes,(II),30 min,"
Comedy            ",None,None,None
She Loves Me,(2016 TV Movie),133 min,"
Comedy, Musical, Romance            ",None,8.6,584
The Joel McHale Show with Joel McHale,(2018),30 min,"
Comedy            ",None,7.2,"2,330"
Who Do I Gotta Kill?,(1994),87 min,"
Comedy            ",None,4.1,562
Naduvula Konjam Pakkatha Kaanom,(2012),155 min,"
Comedy, Drama            ",None,8.2,"5,517"
Busman's Honeymoon,(1940),99 min,"
Comedy, Drama, Mystery            ",None,6.3,734
Byeonhyeokui Sarang,(2017),None,"
Comedy, Romance            ",None,7.0,591
Sommeren '92,(2015),93 min,"
Biography, Comedy, Drama            ",None,6.9,"4,267"
Auch Zwerge haben klein angefangen,(1970),96 min,"
Comedy, Drama            ",None,6.9,"5,736"
100% Love,(2012),166 min,"
Comedy, Drama, Romance            ",None,5.7,563
Isler Güçler,(2012–2013),86 min,"
Comedy            ",None,8.5,"20,410"
Toni Erdmann,,None,"
Comedy, Drama            ",None,None,None
Die Venusfalle,(1988),107 min,"
Comedy, Drama, Romance            ",None,5.6,425
What's Good for the Goose,(1969),105 min,"
Comedy            ",None,5.1,347
Cicha noc,(2017),100 min,"
Comedy, Drama            ",None,7.2,"2,324"
Khosla Ka Ghosla!,(2006),135 min,"
Comedy, Crime, Drama            ",None,8.3,"23,199"
Çati Kati Ask,(2020),None,"
Comedy, Family, Romance            ",None,5.3,379
The Con-Heartist,(2020),128 min,"
Comedy, Romance            ",None,7.1,"1,348"
El Man es Germán,(2010– ),None,"
Comedy            ",None,7.5,103
Bald,(2009),81 min,"
Comedy            ",R,2.6,293
Mary + Jane,(2016– ),21 min,"
Comedy            ",None,5.6,542
The Great Buddha+,(2017),102 min,"
Comedy, Crime, Drama            ",None,7.6,"3,644"
Megoladon,(2018),16 min,"
Short, Action, Comedy            ",None,5.7,84
Aladdin: Live from the West End,(2022),140 min,"
Adventure, Comedy, Drama            ",None,None,None
The Donkey King,(2018),85 min,"
Animation, Comedy, Family            ",None,6.5,616
Take Care,(I) (2014),94 min,"
Comedy, Drama, Romance            ",None,6.1,"3,003"
Comedians Giving Lectures,(2019– ),30 min,"
Comedy            ",None,5.9,21
Becoming Santa,(2015 TV Movie),87 min,"
Comedy, Family, Fantasy            ",None,5.7,632
High Kick!,(2006– ),30 min,"
Comedy            ",None,8.4,338
Sunabôzu,(2004–2005),580 min,"
Animation, Action, Comedy            ",None,7.3,"1,297"
The Huckleberry Hound Show,(1958–1962),30 min,"
Animation, Comedy, Family            ",None,6.6,"3,415"
Le goût des merveilles,(2015),100 min,"
Comedy, Drama, Romance            ",None,6.8,"2,858"
School for Scoundrels,(1960),97 min,"
Comedy            ",None,7.4,"3,376"
Ali Wong: Baby Cobra,(2016 TV Special),60 min,"
Comedy            ",None,7.5,"6,309"
Hebburn,(2012–2013),None,"
Comedy            ",None,7.2,708
Henchmen,(2018),89 min,"
Animation, Comedy, Family            ",None,5.1,623
Odd Squad: The Movie,(2016),67 min,"
Action, Adventure, Comedy            ",None,6.3,273
Monsturd,(2003 Video),81 min,"
Comedy, Horror            ",R,3.6,"1,006"
Swimsuit,(1989 TV Movie),94 min,"
Comedy, Romance            ",None,5.1,151
I Do? I Die! (D'yos ko day),(1997),95 min,"
Comedy            ",None,7.9,41
The Chucky Murders,(2019– ),None,"
Comedy, Horror            ",None,5.6,22
Strange Affair,(1944),78 min,"
Action, Adventure, Comedy            ",None,6.1,231
Emo the Musical,(2016),94 min,"
Comedy, Music, Musical            ",None,6.0,"1,381"
Buffalo Bill,(1983–1984),30 min,"
Comedy            ",None,7.2,421
Girls Town,(1996),90 min,"
Comedy, Drama            ",R,6.4,780
Kraken: Tentacles of the Deep,(2006 TV Movie),88 min,"
Action, Adventure, Comedy            ",R,3.7,"1,198"
Bob & Doug McKenzie's Two-Four Anniversary,(2007 TV Movie),94 min,"
Documentary, Comedy            ",None,7.9,97
Future-Worm!,(2015–2018),22 min,"
Animation, Comedy, Family            ",None,5.1,235
Untitled Allan Loeb/Ryan Reynolds Project,,None,"
Comedy, Romance            ",None,None,None
A Royal Scandal,(1945),94 min,"
Comedy, Drama, History            ",None,6.7,982
Die liebestollen Apothekerstöchter,(1972),90 min,"
Comedy            ",R,4.6,176
Langt fra Las Vegas,(2001–2003),25 min,"
Drama, Comedy            ",None,7.4,"2,145"
George Carlin: You Are All Diseased,(1999 TV Special),65 min,"
Documentary, Comedy            ",None,8.6,"4,101"
Shrunken Heads,(1994),86 min,"
Comedy, Horror, Thriller            ",R,5.1,"1,333"
Gintama,(2017),131 min,"
Action, Adventure, Comedy            ",None,6.1,"2,328"
Innocenza e turbamento,(1974),105 min,"
Comedy, Romance            ",None,5.3,195
Wotaku ni koi wa muzukashii,(2020),114 min,"
Comedy, Musical, Romance            ",None,5.1,385
Eiga Chuunibyou demo koi ga shitai! Take On Me,(2018),94 min,"
Animation, Comedy, Drama            ",None,7.5,786
Stupeur et tremblements,(2003),107 min,"
Comedy, Drama            ",None,7.0,"4,415"
The World's Greatest Athlete,(1973),93 min,"
Comedy, Family, Romance            ",None,5.8,"1,563"
Strippers from Another World,(2013 Video),None,"
Comedy, Sci-Fi            ",None,5.0,124
Raised by Wolves,(2017 TV Movie),None,"
Comedy            ",None,4.0,17
The Day of Becoming You,(2021),None,"
Comedy, Drama, Fantasy            ",None,9.0,51
The Unholy Rollers,(1972),88 min,"
Action, Comedy, Drama            ",None,5.5,633
Hantu Kak Limah Balik Rumah,(2010),100 min,"
Comedy, Horror            ",None,6.7,318
Madame Hyde,(2017),95 min,"
Comedy, Drama, Sci-Fi            ",None,5.2,"1,441"
Sassy Pants,(2012),88 min,"
Comedy, Drama            ",R,6.1,"1,722"
Just a Kiss,(2002),89 min,"
Comedy, Drama, Romance            ",R,5.0,"1,516"
Rabu Hina,(2000–2001),544 min,"
Animation, Comedy, Drama            ",None,7.0,"2,180"
The Perfect Find,,None,"
Comedy, Drama, Romance            ",None,None,None
My Love from the Star,(2017),None,"
Comedy, Romance            ",None,7.8,48
Rose,(I) (2021),102 min,"
Comedy, Drama            ",None,6.1,14
Linnea Quigley's Horror Workout,(1990 Video),60 min,"
Comedy, Horror, Sport            ",None,5.4,335
What's Eating Ralphie May?,(2019),90 min,"
Documentary, Biography, Comedy            ",None,6.6,10
Akbar Birbal,(2014– ),25 min,"
Comedy, Drama, History            ",None,7.5,138
JonTron,(2010– ),None,"
Comedy            ",None,8.4,"3,360"
Short Circuit,(2018– ),7 min,"
Animation, Short, Comedy            ",None,7.6,366
Inanimate Insanity,(2011– ),20 min,"
Animation, Adventure, Comedy            ",None,8.0,202
American Friends,(1991),95 min,"
Comedy, Drama, Romance            ",PG,6.6,705
W*A*L*T*E*R,(1984 TV Movie),25 min,"
Comedy            ",None,5.2,210
Disorder in the Court,(1936),16 min,"
Short, Comedy, Crime            ",None,8.1,"2,023"
Yo-kai Watch,(2015– ),None,"
Animation, Action, Comedy            ",None,6.0,518
The Likely Lads,(1976),90 min,"
Comedy            ",None,6.6,"1,142"
Kaiserschmarrndrama,(2021),96 min,"
Comedy, Crime            ",None,7.2,276
Gidget Goes to Rome,(1963),104 min,"
Adventure, Comedy, Romance            ",None,5.2,669
Weather Girl,(2009),92 min,"
Comedy            ",R,5.8,"3,141"
Cómo Sobrevivir Soltero,(2020– ),None,"
Comedy            ",None,6.0,"2,645"
Taxi zum Klo,(1980),98 min,"
Comedy, Drama, Romance            ",None,6.5,"1,594"
Teri Meri Nahi Nibhni,(2021),130 min,"
Comedy, Drama, Romance            ",None,8.0,9
Body & Soul,(2003 Video),95 min,"
Comedy, Drama, Romance            ",R,5.0,148
The Secret War of Harry Frigg,(1968),110 min,"
Comedy, War            ",None,6.4,"1,531"
Un gancho al corazón,(2008– ),60 min,"
Comedy, Drama, Romance            ",None,6.4,108
El hombre de Río Malo,(1971),92 min,"
Comedy, Romance, Western            ",None,4.6,825
Who Done It?,(1942),77 min,"
Adventure, Comedy, Mystery            ",None,7.4,"2,432"
Most Dangerous Game,,None,"
Comedy            ",None,None,None
VS.,(1999– ),None,"
Comedy, Game-Show            ",None,6.3,17
Smooch,(2011 TV Movie),102 min,"
Comedy, Romance            ",None,5.8,840
Take My Wife,(2016– ),None,"
Comedy            ",None,6.4,283
Inseparable Bros,(2019),114 min,"
Comedy, Drama            ",None,7.1,571
The One and Only,(1978),97 min,"
Comedy, Romance            ",None,5.7,769
Lord Love a Duck,(1966),105 min,"
Comedy, Drama, Romance            ",None,6.4,"1,670"
Didn't I Say to Make My Abilities Average in the Next Life?!,(2019– ),23 min,"
Animation, Comedy, Drama            ",None,6.6,469
Bare-Naked Survivor Again,(2013),100 min,"
Comedy            ",None,4.2,44
Camel Spiders,(2011 TV Movie),79 min,"
Action, Adventure, Comedy            ",None,2.5,"1,830"
Salon Zahra,(2021– ),None,"
Comedy            ",None,8.0,41
Advance Bravely,(2017–2018),25 min,"
Action, Comedy, Drama            ",None,7.3,272
The Tonight Show with Conan O'Brien,(2009–2010),62 min,"
Comedy, Music, Talk-Show            ",None,8.0,"8,334"
Naleul Saranghan Seupai,(2020),35 min,"
Action, Comedy, Romance            ",None,6.1,135
"Hopeless, Romantic",(2016 TV Movie),90 min,"
Comedy, Romance            ",None,5.6,495
No Stranger Than Love,(2015),89 min,"
Comedy, Romance            ",R,4.9,"2,706"
El Cover,(2021),83 min,"
Comedy, Musical, Romance            ",None,5.7,304
Death of Nintendo,(2020),99 min,"
Comedy            ",None,5.8,69
Mr. Terrific,(1966–1967),30 min,"
Comedy            ",None,6.9,208
The Convincer,(2011),93 min,"
Comedy, Crime, Drama            ",R,6.2,"4,853"
The Sheriff of Fractured Jaw,(1958),103 min,"
Comedy, Romance, Western            ",None,6.0,"1,110"
Shopingwang Looi,(2016),None,"
Comedy, Romance            ",None,7.5,"1,112"
Le dindon,(2019),85 min,"
Comedy            ",None,4.7,382
Dayavittu Gamanisi,(2017),131 min,"
Comedy, Drama            ",None,7.9,89
Bornholmer Straße,(2014 TV Movie),88 min,"
Comedy, Drama            ",None,7.1,765
Target,(II) (2018),93 min,"
Comedy, Thriller            ",None,4.1,473
Witless,(2016–2018),30 min,"
Comedy, Thriller            ",None,6.9,732
Playing with Dolls,(2015),80 min,"
Action, Comedy, Horror            ",None,2.6,546
Conviene far bene l'amore,(1975),104 min,"
Comedy, Sci-Fi            ",None,6.1,167
Peng,(2021),18 min,"
Comedy            ",None,None,None
The Beat Beneath My Feet,(2014),91 min,"
Comedy, Drama, Family            ",None,6.5,"1,230"
Love Birds in Bondage,(1983),None,"
Short, Comedy, Drama            ",None,None,None
Women in Revolt,(1971),97 min,"
Comedy, Drama            ",None,5.8,768
Bon Bini Holland,(2015),85 min,"
Comedy            ",None,5.5,"1,252"
Drakulics elvtárs,(2019),95 min,"
Comedy, Fantasy, Mystery            ",None,6.6,"2,337"
Sweet Hearts Dance,(1988),101 min,"
Comedy, Drama, Romance            ",None,5.6,858
Bright Eyes,(1934),85 min,"
Comedy, Drama, Family            ",None,7.2,"2,150"
Hardball,(1994– ),30 min,"
Comedy, Sport            ",None,6.1,64
Celebrity Juice,(2008– ),45 min,"
Comedy, Game-Show            ",None,7.1,"2,101"
Rio Sex Comedy,(2010),124 min,"
Comedy, Drama            ",None,4.8,748
Chacha Vidhayak Hain Humare,(2018–2021),None,"
Comedy            ",None,7.7,"5,133"
Sex and the Future,(2020),90 min,"
Comedy            ",None,2.0,333
Main Tera Hero,(2014),128 min,"
Action, Comedy, Romance            ",None,5.1,"8,511"
Göta kanal eller Vem drog ur proppen?,(1981),99 min,"
Comedy            ",None,5.8,"3,829"
Five Dates,(2020),None,"
Comedy, Romance            ",None,8.1,63
Mike's New Car,(2002 Video),4 min,"
Animation, Short, Comedy            ",None,7.1,"13,362"
The Fungies,(2020– ),11 min,"
Animation, Adventure, Comedy            ",None,6.3,147
First Yaya,(2021),None,"
Comedy, Romance            ",None,8.3,20
36 China Town,(2006),140 min,"
Comedy, Mystery, Thriller            ",None,5.7,"4,524"
Cancel Culture Organization,(2021 Video),7 min,"
Short, Comedy            ",None,7.8,541
Step Dave,(2014–2015),43 min,"
Comedy, Romance            ",None,7.6,379
A Dash of Love,(2017 TV Movie),85 min,"
Action, Comedy, Family            ",None,6.7,"2,071"
Private Parts,(1972),87 min,"
Comedy, Horror, Mystery            ",None,6.5,"1,533"
Call Me Lucky,(2015),106 min,"
Documentary, Biography, Comedy            ",None,7.6,"2,043"
Goin' All the Way!,(1981),103 min,"
Comedy            ",None,4.1,279
Dead Last,(2001),60 min,"
Adventure, Comedy, Crime            ",None,7.8,286
De Marathon,(2012),107 min,"
Comedy, Drama, Sport            ",None,7.5,"6,662"
Lotta,(2010– ),90 min,"
Comedy, Romance            ",None,7.7,38
I-See-You.com,(2006),92 min,"
Comedy            ",None,5.5,"2,822"
Welcome to Woop Woop,(1997),106 min,"
Adventure, Comedy, Fantasy            ",R,5.6,"1,914"
Fudge,(1995–1997),20 min,"
Comedy, Family            ",None,7.4,172
Allacciate le cinture,(2014),110 min,"
Comedy, Drama            ",None,6.5,"2,824"
My Living Doll,(1964–1965),30 min,"
Comedy, Sci-Fi            ",None,7.4,215
Go Chase Yourself,(1938),70 min,"
Comedy, Crime            ",None,5.4,229
Bettada Hoovu,(1985),None,"
Comedy, Drama, Family            ",None,7.6,142
Padosan,(1968),157 min,"
Comedy, Musical, Romance            ",None,8.1,"6,652"
The Caddy,(1953),95 min,"
Comedy, Musical, Sport            ",None,6.5,"2,007"
La fea más bella,(2006–2007),45 min,"
Comedy, Drama, Romance            ",None,5.9,919
Loosies,(2011),89 min,"
Comedy, Crime, Romance            ",PG-13,6.1,"5,950"
Jam & Jerusalem,(2006–2009),60 min,"
Comedy            ",None,7.7,"1,179"
Are We Dead Yet,(2019),97 min,"
Comedy, Crime, Horror            ",None,2.8,243
Disney Channel Halloween House Party,(2020 TV Special),22 min,"
Comedy, Family, Musical            ",None,6.1,9
My Pet Monster,(1986 Video),60 min,"
Comedy, Family, Fantasy            ",None,4.8,331
Holy Lands,(2017),100 min,"
Comedy, Drama            ",None,5.9,"1,563"
Jenny,(1997– ),30 min,"
Comedy            ",None,4.5,140
Life During Wartime,(1997),92 min,"
Comedy            ",R,5.1,945
Big School,(2013–2014),30 min,"
Comedy            ",None,6.7,"1,919"
Not an Artist,,None,"
Comedy            ",None,None,None
Son of Paleface,(1952),95 min,"
Comedy, Music, Romance            ",None,6.9,"2,243"
Heat,(1972),102 min,"
Comedy, Drama, Romance            ",None,6.1,"1,775"
Mi prima la sexóloga,(2016),104 min,"
Comedy            ",None,5.3,73
Vikes,(2017),86 min,"
Comedy, Romance            ",None,5.2,132
Salir del ropero,(2019),94 min,"
Comedy            ",None,4.3,"1,041"
Mother India,(1957),172 min,"
Action, Comedy, Drama            ",None,8.0,"9,026"
Sahane Damat,(2016),120 min,"
Comedy, Romance            ",None,5.5,386
Karaula,(2006),94 min,"
Comedy, Drama            ",None,7.6,"6,003"
A Year in Provence,(1993),360 min,"
Biography, Comedy, Drama            ",None,7.7,412
Vikend sa caletom,(2020),98 min,"
Comedy, Drama            ",None,7.8,588
Les carabiniers,(1963),75 min,"
Comedy, Drama, War            ",None,6.8,"2,996"
Peepli [Live],(2010),95 min,"
Comedy, Drama            ",None,7.4,"12,136"
7-10 Split,(2007),94 min,"
Comedy, Sport            ",None,4.4,"1,096"
An Invisible Sign,(2010),96 min,"
Comedy, Drama, Family            ",PG-13,5.4,"4,184"
The Cuisine War,(2022),120 min,"
Comedy            ",None,None,None
Kickassia,(2010 Video),92 min,"
Action, Comedy            ",None,5.3,"2,050"
Oh Baby,(1998–2000),30 min,"
Comedy            ",None,6.5,163
Jacky au royaume des filles,(2014),87 min,"
Comedy            ",None,6.1,"2,129"
Toy Story 3: The Video Game,(2010 Video Game),None,"
Animation, Action, Adventure            ",None,7.6,692
Ping Pong Summer,(2014),92 min,"
Comedy, Drama, Sport            ",None,5.4,"2,771"
Bachelor in Paradise,(1961),109 min,"
Comedy, Romance            ",None,6.4,"1,586"
Sexy Civics,(2017 Video),None,"
Short, Comedy            ",None,None,None
Ashley Garcia: Genius in Love,(2020 TV Special),None,"
Comedy            ",None,6.8,289
At Midnight,(III),None,"
Comedy            ",None,None,None
North of the 10,,None,"
Comedy, Drama            ",None,None,None
Stoked,(2009–2013),30 min,"
Animation, Comedy, Drama            ",None,6.4,"2,084"
U.F.O.,(2012),101 min,"
Comedy, Horror, Sci-Fi            ",R,3.1,"3,464"
The Big Squeeze,(1996),98 min,"
Comedy, Crime, Drama            ",R,5.1,308
Love and Pain and the Whole Damn Thing,(1973),110 min,"
Comedy, Drama, Romance            ",None,6.7,827
Eva über Bord,(2017 TV Movie),102 min,"
Adventure, Comedy            ",None,5.8,69
Le fate,(1966),110 min,"
Comedy            ",None,6.0,285
Alles is zoals het zou moeten zijn,(2020),108 min,"
Comedy, Drama            ",None,5.7,706
Paper Heart,(2009),88 min,"
Comedy, Drama, Romance            ",PG-13,6.0,"8,314"
The Exchange Student,(1967),84 min,"
Adventure, Comedy            ",None,6.6,"3,232"
Los caballeros las prefieren brutas,(2010– ),None,"
Comedy            ",None,7.5,279
Yalan Dünya,(2012–2014),190 min,"
Comedy            ",None,7.1,"6,428"
Bernie the Dolphin,(2018),88 min,"
Adventure, Comedy, Family            ",G,5.0,"1,504"
Sex and the Teenage Mind,(2002),91 min,"
Comedy            ",R,4.1,713
Love at Stake,(1987),86 min,"
Comedy            ",None,5.1,557
Ariel,(1988),72 min,"
Comedy, Crime, Romance            ",None,7.5,"6,626"
Ant-Man,(2017),2 min,"
Animation, Action, Adventure            ",None,6.6,379
Philophobia: or the Fear of Falling in Love,(2019),85 min,"
Comedy, Romance            ",None,4.4,619
